time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/n_updates,train/clip_fraction,train/explained_variance,train/clip_range,train/approx_kl,train/learning_rate,train/loss,train/entropy_loss,train/policy_gradient_loss,train/value_loss
451,10.476999999999999,552,62.97,249856,122,1210,0.163134765625,0.47419244050979614,0.2,0.014295198,0.0003,7.06865119934082,-0.9210644256323576,-0.019150289753451944,18.35546061694622
455,15.856999999999998,553,52.1,251904,123,1220,0.164697265625,0.6271932125091553,0.2,0.013402452,0.0003,4.787883281707764,-0.9375155473127961,-0.014799223486625124,18.28711991906166
458,19.600999999999996,553,45.51,253952,124,1230,0.18525390625,0.3191581964492798,0.2,0.017351685,0.0003,3.5364668369293213,-0.7685708278790117,-0.017373497325752395,9.793761389702558
461,18.088,554,48.0,256000,125,1240,0.1533203125,0.47546589374542236,0.2,0.013659578,0.0003,4.749068737030029,-0.8297221269458532,-0.018544786545680834,10.690573371946812
464,17.715000000000003,555,48.62,258048,126,1250,0.146630859375,0.6110981702804565,0.2,0.0134390965,0.0003,3.803831100463867,-0.8553862733766436,-0.017569518987147602,12.644664819538594
468,13.509999999999998,555,54.76,260096,127,1260,0.183935546875,0.6686457991600037,0.2,0.0152072385,0.0003,3.323963165283203,-0.8733682055026293,-0.021853464434389024,14.734125366806984
471,12.331,556,57.13,262144,128,1270,0.128125,0.7555683851242065,0.2,0.013956446,0.0003,10.086174964904785,-0.8689103502780199,-0.016138426164980048,23.2536779910326
474,13.536999999999999,556,56.83,264192,129,1280,0.12880859375,0.8367063403129578,0.2,0.01151513,0.0003,9.281137466430664,-0.9133123066276312,-0.014652873578597791,26.946725222468377
478,15.530000000000003,556,53.29,266240,130,1290,0.096728515625,0.7982984781265259,0.2,0.009634657,0.0003,15.233826637268066,-0.8843412371352315,-0.012435333330358844,42.80693402290344
481,17.569,557,49.05,268288,131,1300,0.13544921875,0.6038538813591003,0.2,0.01347669,0.0003,7.406016826629639,-0.7929047921672463,-0.014213455862045522,17.742849288880826
484,21.217000000000002,557,42.34,270336,132,1310,0.120263671875,0.7856336236000061,0.2,0.014341554,0.0003,9.615957260131836,-0.823957989551127,-0.015104202789370903,22.94150285422802
488,17.262999999999998,558,48.73,272384,133,1320,0.132275390625,0.7758570313453674,0.2,0.016959468,0.0003,8.705636024475098,-0.7385521549731493,-0.016544240969233216,20.709155742824077
491,17.179000000000002,558,49.23,274432,134,1330,0.14345703125,0.7224305868148804,0.2,0.012630329,0.0003,19.378217697143555,-0.875375322252512,-0.01600096056208713,23.949837881326676
494,17.855,558,48.61,276480,135,1340,0.156787109375,0.43571293354034424,0.2,0.01707888,0.0003,6.7096781730651855,-0.7579569842666387,-0.01883211111999117,19.72150546312332
498,17.203000000000003,559,49.73,278528,136,1350,0.1783203125,0.6841485500335693,0.2,0.022242134,0.0003,2.8275766372680664,-0.8693330964073539,-0.01848021735495422,13.483393202722073
501,16.883,559,48.33,280576,137,1360,0.15205078125,0.649527907371521,0.2,0.013772896,0.0003,3.208099603652954,-0.7617727134376764,-0.014560929084836971,15.194309897720814
504,18.031,559,46.87,282624,138,1370,0.14677734375,0.7188825607299805,0.2,0.017484695,0.0003,3.4863147735595703,-0.8503512809053063,-0.015364685645909048,15.55421474725008
508,18.081,560,47.91,284672,139,1380,0.159326171875,0.4759719967842102,0.2,0.01845415,0.0003,4.561866760253906,-0.7323366304859519,-0.022927496655029245,13.793573920428752
511,19.31,560,45.55,286720,140,1390,0.165478515625,0.6956647634506226,0.2,0.016588846,0.0003,3.765122652053833,-0.8343365138396621,-0.01375176802102942,12.570153585076332
514,23.019000000000002,560,38.84,288768,141,1400,0.15185546875,0.6418678760528564,0.2,0.016071793,0.0003,3.7763278484344482,-0.6763425271958112,-0.01594301250297576,10.58201999142766
517,22.818999999999996,561,39.14,290816,142,1410,0.13955078125,0.659136176109314,0.2,0.013217234,0.0003,5.151240825653076,-0.6661297354847193,-0.014375972174457274,8.044799269735813
521,21.073000000000008,561,41.83,292864,143,1420,0.13271484375,0.7254431247711182,0.2,0.013924848,0.0003,1.9532456398010254,-0.6783245403319598,-0.0148341130479821,7.874208225309848
524,18.761,562,45.9,294912,144,1430,0.124853515625,0.7045365571975708,0.2,0.013316472,0.0003,4.837465763092041,-0.7540406310930848,-0.011761322198435665,10.270373065024614
527,17.563,562,48.04,296960,145,1440,0.139013671875,0.7839534878730774,0.2,0.014342608,0.0003,3.953057050704956,-0.7975032076239585,-0.018160476366756485,10.773420216143132
531,20.018,563,43.3,299008,146,1450,0.121484375,0.7725849747657776,0.2,0.014395296,0.0003,7.29734468460083,-0.7751892190426588,-0.015515262335247826,15.156893984973431
534,24.903000000000006,563,35.01,301056,147,1460,0.1400390625,0.6598916053771973,0.2,0.01221551,0.0003,2.670320510864258,-0.6879952559247613,-0.014860762587341014,10.021549805998802
537,21.784000000000002,563,40.34,303104,148,1470,0.126416015625,0.7451658844947815,0.2,0.012210844,0.0003,3.584357738494873,-0.6174905708990991,-0.011620731584116584,9.591768854856491
540,19.773999999999997,564,44.34,305152,149,1480,0.146337890625,0.7182595729827881,0.2,0.018732827,0.0003,2.778975248336792,-0.7322550328448415,-0.011714554645004682,9.816868893802166
544,17.156,564,48.37,307200,150,1490,0.143994140625,0.7106835842132568,0.2,0.014310429,0.0003,4.586920261383057,-0.6729245705530047,-0.020570148900151252,13.438270053267479
547,17.491999999999997,565,47.85,309248,151,1500,0.15380859375,0.7230276465415955,0.2,0.021011766,0.0003,4.283767223358154,-0.8330170525237918,-0.018896716480958274,12.318884386122226
550,18.794,565,46.16,311296,152,1510,0.1220703125,0.7514649629592896,0.2,0.0100172255,0.0003,4.3282270431518555,-0.7483179237693548,-0.009805134535417892,18.0892367079854
554,20.429,565,42.36,313344,153,1520,0.124951171875,0.7293667793273926,0.2,0.011194188,0.0003,4.371382236480713,-0.7364614142104984,-0.009455174853792414,13.201368652284145
557,20.569000000000003,565,41.99,315392,154,1530,0.1318359375,0.3746032118797302,0.2,0.012372116,0.0003,3.643953561782837,-0.6813386240974069,-0.014836416265461594,8.547070048749447
560,18.612000000000002,566,45.12,317440,155,1540,0.136376953125,0.7168216705322266,0.2,0.013334937,0.0003,3.0759663581848145,-0.7367259383201599,-0.01351999742037151,10.324106727540492
563,17.213,566,48.08,319488,156,1550,0.131982421875,0.7769489884376526,0.2,0.01435781,0.0003,2.2171120643615723,-0.7096519619226456,-0.014189440962218214,13.558105178177357
567,18.26,566,46.52,321536,157,1560,0.149951171875,0.8494453430175781,0.2,0.012642762,0.0003,10.370298385620117,-0.7711614899337291,-0.015467070262820926,20.531336607038973
570,20.084,567,43.87,323584,158,1570,0.144140625,0.621174693107605,0.2,0.016474672,0.0003,10.528199195861816,-0.7027068238705396,-0.016345408756751566,19.248675583302976
573,23.503999999999998,567,37.23,325632,159,1580,0.131298828125,0.7626007795333862,0.2,0.011879662,0.0003,4.430417537689209,-0.717814820446074,-0.016257925711397548,19.464287236332893
577,24.58,567,35.59,327680,160,1590,0.1267578125,0.7472641468048096,0.2,0.011797372,0.0003,3.9596564769744873,-0.5803587425500154,-0.017098929813073482,14.665965586900711
580,20.803,568,43.52,329728,161,1600,0.13193359375,0.7538807988166809,0.2,0.016189951,0.0003,2.891810655593872,-0.6477035000920296,-0.014326142457866809,10.401202102005481
583,20.387999999999998,568,44.05,331776,162,1610,0.120068359375,0.7800844311714172,0.2,0.010576906,0.0003,5.545879364013672,-0.7646608168259263,-0.013451326475478708,23.3816904053092
586,22.364,568,39.94,333824,163,1620,0.1609375,0.8039811849594116,0.2,0.018316729,0.0003,5.119848728179932,-0.6554651750251651,-0.021379123446240555,12.10544257685542
590,22.621000000000002,569,39.73,335872,164,1630,0.126953125,0.7801185846328735,0.2,0.014569141,0.0003,10.836061477661133,-0.6814995899796485,-0.014233851171047718,16.798277935385705
593,20.248999999999995,569,43.34,337920,165,1640,0.130810546875,0.7297639846801758,0.2,0.0140754,0.0003,3.9753780364990234,-0.6692530585452914,-0.01336865460179979,13.721646970510482
596,19.479,569,44.38,339968,166,1650,0.15888671875,0.7002906799316406,0.2,0.016891088,0.0003,4.037303924560547,-0.7474481146782637,-0.014675346639705822,11.109166019409894
599,21.132999999999996,570,41.11,342016,167,1660,0.128173828125,0.733992338180542,0.2,0.01290969,0.0003,5.196860313415527,-0.6946940327063202,-0.015529409669397864,14.778336264193058
603,18.695000000000004,570,45.39,344064,168,1670,0.13818359375,0.808587372303009,0.2,0.014009014,0.0003,14.84568977355957,-0.6988777380436659,-0.019031534774694592,18.5138409614563
606,17.22,570,48.56,346112,169,1680,0.12373046875,0.832844614982605,0.2,0.012423715,0.0003,9.756243705749512,-0.7539404595270753,-0.014005064073717221,21.90041990876198
609,18.175,570,47.39,348160,170,1690,0.11142578125,0.8234540224075317,0.2,0.011322813,0.0003,6.791488170623779,-0.7189147951081395,-0.010623597554513253,23.730523742735386
613,18.337,571,47.1,350208,171,1700,0.113427734375,0.8288794159889221,0.2,0.011481208,0.0003,13.050121307373047,-0.7085303409025073,-0.014613179452135227,25.698597291111945
616,13.360999999999999,571,55.72,352256,172,1710,0.138427734375,0.8236215710639954,0.2,0.011859167,0.0003,16.182199478149414,-0.8323103588074445,-0.014995012459985446,28.89784127175808
619,17.916,571,46.68,354304,173,1720,0.17333984375,0.6742365956306458,0.2,0.019258799,0.0003,2.5492594242095947,-0.8610024088993669,-0.01564117518864805,17.04589423388243
622,21.229,572,40.37,356352,174,1730,0.1220703125,0.6811636686325073,0.2,0.012803733,0.0003,9.623409271240234,-0.6359270851127803,-0.0162799265148351,21.408498500287532
625,21.527,572,39.99,358400,175,1740,0.167919921875,0.8098695874214172,0.2,0.018716644,0.0003,2.5310041904449463,-0.7160490369424224,-0.015971446331241167,13.387623231858015
629,20.862999999999996,572,42.09,360448,176,1750,0.133349609375,0.8269698619842529,0.2,0.012652094,0.0003,3.391207695007324,-0.6441004837863147,-0.016566241963300855,19.285783402621746
632,19.076999999999998,573,44.54,362496,177,1760,0.152880859375,0.857681393623352,0.2,0.017508354,0.0003,6.304075717926025,-0.7475917773321271,-0.014016565489873756,17.66961775571108
635,20.811999999999998,573,41.39,364544,178,1770,0.127978515625,0.6665112972259521,0.2,0.011706811,0.0003,5.563634395599365,-0.6682799173519015,-0.013984518111101352,17.093278932571412
639,20.584,573,41.28,366592,179,1780,0.126123046875,0.8315219879150391,0.2,0.0140298875,0.0003,4.564584732055664,-0.7177749261260032,-0.013045465858886019,18.35454216003418
642,19.865999999999996,573,42.46,368640,180,1790,0.179443359375,0.7389281988143921,0.2,0.018255796,0.0003,7.9263482093811035,-0.7019729787483812,-0.021840513285133055,15.112175698578358
645,19.051,574,44.67,370688,181,1800,0.14052734375,0.7906304597854614,0.2,0.015494298,0.0003,7.845274925231934,-0.7345459436997771,-0.01273088154848665,14.012596536427736
648,20.081000000000003,574,43.28,372736,182,1810,0.13671875,0.7977225184440613,0.2,0.014908904,0.0003,5.815043926239014,-0.7250160252675414,-0.01611789150410914,13.727478507906199
652,17.809000000000005,574,47.22,374784,183,1820,0.1396484375,0.7749654054641724,0.2,0.01640059,0.0003,7.580577850341797,-0.7166142050176859,-0.01334531680913642,21.548688171803953
655,15.758000000000004,575,50.69,376832,184,1830,0.14677734375,0.834158182144165,0.2,0.011671046,0.0003,8.689166069030762,-0.7225834840908647,-0.01813383644039277,29.598857298493385
658,16.905,575,48.87,378880,185,1840,0.1775390625,0.7252680659294128,0.2,0.02015739,0.0003,5.73671293258667,-0.7344172529876232,-0.019990226307709236,20.814850848913192
661,18.017,575,46.9,380928,186,1850,0.14560546875,0.7152131795883179,0.2,0.018635426,0.0003,8.085895538330078,-0.683321288228035,-0.01567121570551535,20.915566523373126
665,18.776,575,45.72,382976,187,1860,0.14541015625,0.8302192091941833,0.2,0.014548127,0.0003,6.169076919555664,-0.7431632883846759,-0.014103219451499172,22.182222704589368
668,17.843000000000004,576,47.4,385024,188,1870,0.1525390625,0.810054361820221,0.2,0.016376087,0.0003,11.499544143676758,-0.7680566692724824,-0.015331886932835914,30.820913624763488
671,20.1,576,42.2,387072,189,1880,0.15546875,0.8019338846206665,0.2,0.016528891,0.0003,6.482128143310547,-0.6905203061178327,-0.018053294805577026,16.88302071839571
674,19.834,576,43.0,389120,190,1890,0.117626953125,0.6696889996528625,0.2,0.010327906,0.0003,15.59074878692627,-0.6478936593979597,-0.012641963067289907,19.400082145631313
678,20.259000000000004,576,43.16,391168,191,1900,0.130224609375,0.7753575444221497,0.2,0.015629144,0.0003,7.13405179977417,-0.7267343433573842,-0.014486913153086789,22.040838716924192
681,24.566,576,35.21,393216,192,1910,0.14501953125,0.804973304271698,0.2,0.013308752,0.0003,4.924195766448975,-0.6493366714566946,-0.015448818422737532,18.199695736169815
684,22.562,577,38.72,395264,193,1920,0.110400390625,0.7498581409454346,0.2,0.011011282,0.0003,11.024260520935059,-0.5953792988322675,-0.014476599173940485,21.764396201074124
687,20.046999999999997,577,43.89,397312,194,1930,0.160693359375,0.7395672798156738,0.2,0.015652224,0.0003,5.3023762702941895,-0.7253572164103389,-0.015930011933960486,15.540190333127976
691,19.619999999999994,577,44.98,399360,195,1940,0.12021484375,0.8100746273994446,0.2,0.010716856,0.0003,8.83699893951416,-0.6821252211928368,-0.012167049887648319,17.175775167346
694,19.461000000000002,578,44.91,401408,196,1950,0.15546875,0.755875825881958,0.2,0.016023941,0.0003,2.1727473735809326,-0.7057332538068295,-0.013022359325259459,12.23258389160037
697,22.62,578,39.16,403456,197,1960,0.14150390625,0.7948325276374817,0.2,0.012582125,0.0003,3.52721905708313,-0.6790882025845348,-0.01899792449112283,19.687587586045264
701,21.183000000000007,578,40.69,405504,198,1970,0.130712890625,0.6131447553634644,0.2,0.015961114,0.0003,4.306159019470215,-0.5775503086857497,-0.019772028022271116,12.606542064249515
704,20.396,578,42.07,407552,199,1980,0.14755859375,0.6424596309661865,0.2,0.014700959,0.0003,6.168607234954834,-0.7350477134808898,-0.013936879082757514,14.72513928860426
707,22.743,578,39.04,409600,200,1990,0.15849609375,0.7650502324104309,0.2,0.015025033,0.0003,4.242835998535156,-0.6559858283028006,-0.018576146171835718,11.1064672768116
710,21.974,579,40.48,411648,201,2000,0.151611328125,0.7137050032615662,0.2,0.018805012,0.0003,2.567878007888794,-0.6096839456818998,-0.00959655146143632,8.160141430795193
713,20.826999999999998,579,42.34,413696,202,2010,0.1212890625,0.7483196258544922,0.2,0.014336448,0.0003,5.1354780197143555,-0.644696397241205,-0.014697762139257975,11.032410230487585
717,18.998,579,45.51,415744,203,2020,0.11884765625,0.7716057300567627,0.2,0.012485243,0.0003,2.356640577316284,-0.6306532189249993,-0.010632212725613498,8.964985886961221
720,18.084,579,46.78,417792,204,2030,0.135595703125,0.7412487864494324,0.2,0.0137705915,0.0003,3.0925703048706055,-0.7018800945952535,-0.016428926767548546,14.34360962063074
723,17.737999999999996,580,47.34,419840,205,2040,0.160205078125,0.725554347038269,0.2,0.023258256,0.0003,4.906515121459961,-0.6773833084851504,-0.016525060796993785,12.761380692571402
727,20.209,580,43.86,421888,206,2050,0.1529296875,0.7890295386314392,0.2,0.015018166,0.0003,5.054347515106201,-0.701262622885406,-0.018818818432919215,16.09524237513542
730,18.727000000000004,580,46.55,423936,207,2060,0.1302734375,0.8187541961669922,0.2,0.011524408,0.0003,11.577003479003906,-0.6535815354436636,-0.018880293527035973,18.703969733417033
733,17.604999999999997,580,48.78,425984,208,2070,0.122021484375,0.8359217643737793,0.2,0.012242621,0.0003,7.582492351531982,-0.7576283311471343,-0.01593049469011021,26.670131202042104
737,18.252,580,47.18,428032,209,2080,0.14267578125,0.8373889327049255,0.2,0.012674658,0.0003,17.74994468688965,-0.7230258882045746,-0.018474152409180534,26.89445248246193
740,18.004,581,47.13,430080,210,2090,0.131103515625,0.8105989694595337,0.2,0.013983144,0.0003,16.1577205657959,-0.6563173050060869,-0.015739925131492784,27.182133546471597
743,19.660999999999998,581,43.97,432128,211,2100,0.127490234375,0.7729218602180481,0.2,0.01531638,0.0003,4.844398021697998,-0.7487657409161329,-0.01045836940756999,25.69728267490864
746,16.154,581,49.29,434176,212,2110,0.11025390625,0.8281337022781372,0.2,0.011261928,0.0003,5.423042297363281,-0.6431303972378373,-0.015334937455190812,26.26081998348236
749,17.188,581,46.69,436224,213,2120,0.19111328125,0.8573024868965149,0.2,0.018630575,0.0003,5.809261322021484,-0.8681511731818319,-0.015604628663277253,28.606948536634444
753,18.917,581,44.73,438272,214,2130,0.117822265625,0.6169945001602173,0.2,0.009563282,0.0003,5.109623432159424,-0.6322992066852748,-0.011634375595895108,24.4665964782238
756,20.457000000000004,582,42.73,440320,215,2140,0.154345703125,0.8804273009300232,0.2,0.013012156,0.0003,16.381290435791016,-0.7665147127583622,-0.016564482169633264,31.409445534646512
759,21.882,582,38.77,442368,216,2150,0.12158203125,0.7581164836883545,0.2,0.013440665,0.0003,15.093277931213379,-0.6197032448835671,-0.01482401926041348,36.85550117790699
763,21.778,582,39.3,444416,217,2160,0.13212890625,0.7980326414108276,0.2,0.014240142,0.0003,9.351804733276367,-0.6671816988848149,-0.015458357494208031,21.237025763094426
766,21.983,582,40.57,446464,218,2170,0.1447265625,0.7626093626022339,0.2,0.0152558945,0.0003,4.566446781158447,-0.6208536485210061,-0.016162951455044094,15.898595827817918
769,22.107999999999997,582,39.29,448512,219,2180,0.156103515625,0.7710769772529602,0.2,0.02027431,0.0003,2.3138797283172607,-0.658840705268085,-0.01194155413104454,10.295116111636162
772,22.837,582,37.6,450560,220,2190,0.149072265625,0.5858049392700195,0.2,0.026455268,0.0003,2.251068353652954,-0.5995451345108449,-0.011203480033145752,7.442923232167959
776,21.726999999999997,583,39.3,452608,221,2200,0.147412109375,0.7665562629699707,0.2,0.013845807,0.0003,6.729972839355469,-0.5486084160394966,-0.016843622690066694,11.119721791148185
779,19.356,583,42.8,454656,222,2210,0.1208984375,0.762862503528595,0.2,0.015342215,0.0003,4.74232816696167,-0.675457590073347,-0.011691806980525143,11.920592873543502
782,21.432,583,40.09,456704,223,2220,0.138427734375,0.785269021987915,0.2,0.013654593,0.0003,1.7401468753814697,-0.6655489094555378,-0.015676265268120916,13.543874732404948
785,23.252999999999997,583,37.56,458752,224,2230,0.14072265625,0.6656215190887451,0.2,0.015085389,0.0003,4.94024658203125,-0.6258062154054642,-0.01880342518707039,11.848535361886025
789,22.331,583,37.78,460800,225,2240,0.12490234375,0.7244154810905457,0.2,0.016952934,0.0003,2.0546979904174805,-0.5106245857663453,-0.015833680181822275,7.947520800679922
792,20.059,584,40.85,462848,226,2250,0.143994140625,0.7959326505661011,0.2,0.015639124,0.0003,1.4769889116287231,-0.7083687432110309,-0.017343452424393037,10.732487106323243
795,24.697,584,35.15,464896,227,2260,0.1271484375,0.8015549778938293,0.2,0.011648871,0.0003,7.682200908660889,-0.6761661377735436,-0.015003464656183496,19.448305624723435
799,24.055999999999997,584,36.81,466944,228,2270,0.09970703125,0.8052793145179749,0.2,0.010802374,0.0003,6.1945390701293945,-0.5464054479263722,-0.01589261390181491,14.401805049180984
802,23.586,584,37.82,468992,229,2280,0.1505859375,0.7329906225204468,0.2,0.015645355,0.0003,2.4657773971557617,-0.5977908863686026,-0.023775782781012823,12.69391048848629
805,22.935,584,38.57,471040,230,2290,0.11611328125,0.7240062952041626,0.2,0.0111922575,0.0003,4.262362003326416,-0.5550543678924441,-0.015832910427707247,12.01377874314785
809,20.67,584,42.84,473088,231,2300,0.14287109375,0.8524704575538635,0.2,0.012673734,0.0003,2.875328779220581,-0.6516693524084985,-0.017797817813698203,13.875756159424782
812,20.305999999999997,584,43.5,475136,232,2310,0.1583984375,0.7388319373130798,0.2,0.017844427,0.0003,7.661442279815674,-0.6840937697328627,-0.01985797637680662,16.91215041577816
815,18.1,584,47.26,477184,233,2320,0.12939453125,0.7787139415740967,0.2,0.013899498,0.0003,5.092642307281494,-0.6777444794774056,-0.015530201079673133,17.616287356615068
819,19.536,585,45.04,479232,234,2330,0.141748046875,0.864604115486145,0.2,0.016541544,0.0003,7.344216346740723,-0.7079438308253885,-0.014829606814600993,18.47549689114094
822,19.641999999999996,585,44.67,481280,235,2340,0.143310546875,0.8514924049377441,0.2,0.013636057,0.0003,11.615659713745117,-0.6636621186509728,-0.020266250550048426,18.1328427746892
825,21.035999999999998,585,42.19,483328,236,2350,0.138720703125,0.8480331897735596,0.2,0.012811321,0.0003,8.446088790893555,-0.7618816336616874,-0.01667420723970281,28.767024430632592
828,23.028999999999996,585,38.8,485376,237,2360,0.148974609375,0.6252111196517944,0.2,0.020132247,0.0003,3.8744492530822754,-0.6175112498924136,-0.021922908090709826,14.39857607036829
832,24.575,585,35.43,487424,238,2370,0.157080078125,0.6270699501037598,0.2,0.0153831905,0.0003,7.328388214111328,-0.6259803251363337,-0.01907055781921372,13.586241246759892
835,22.592000000000002,585,38.63,489472,239,2380,0.141796875,0.5593901872634888,0.2,0.015606396,0.0003,3.32669734954834,-0.5427195269614458,-0.018222395189513917,9.464580407738685
838,17.476000000000003,586,47.89,491520,240,2390,0.18427734375,0.7739638686180115,0.2,0.019514585,0.0003,3.467068910598755,-0.7565118119120597,-0.020174727487028577,12.045356069505214
841,17.405,586,47.21,493568,241,2400,0.152001953125,0.7597560286521912,0.2,0.017031968,0.0003,7.2567458152771,-0.8497889414429665,-0.01793158742802916,18.34101098924875
845,18.193,586,46.18,495616,242,2410,0.183056640625,0.5861191749572754,0.2,0.018924298,0.0003,5.389164447784424,-0.7051230667158961,-0.021766621286224107,10.710903903096915
848,19.686,586,44.33,497664,243,2420,0.18857421875,0.7162950038909912,0.2,0.023246324,0.0003,7.444531440734863,-0.7817246954888105,-0.02226725842920132,17.16528668999672
